"This sheet contains items that were originally from ItemsOfInterest and were going to be part of the corpus, but turned out to be duplicates, incorrect, weird, confusing, or we couldn't get the items themselves.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
catalogued (audio file is on musiclabnas already),"documentation (liner notes, images, etc, on musiclabnas)",who,HARVARD .WAV,OTHER .WAV,HARVARD CD,OTHER CD,DIRECT STREAM,MULTIPLE SONGS ON SAME TRACK,ERROR (duplicate or misspelling),LP,ONLY OPTION IS FOR HARVARD TO DIGITIZE IT,REQUESTED THRU ILL,,,,,judy_notes,judy_url (use this only if url_recode is no longer the right url),old_notes,filename,song_name,song_tracknum,source,url_recode,format (Harvard only),cost,notes,url_orig,source_first,widesample,deepsample,wideonly,deeponly,both,comments,type,family_name,language,dialect,level,culture listed?,culture,culture standardized,region,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,iso,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0434.wav,Grandeur of Mexico,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/in-the-trail-of-the-wind-american-indian-poems-and-ritual-orations/oclc/136520&referer=brief_results,WorldCat,,,0,0,0,print book,Praise,#REF!,azte1234,,#REF!,,Aztec,Aztec,Central Mexico,,#REF!,clas1250,azte1234,no,yes,yes,nci,No secondary function,No,,,,The song is identified as such in its title or label,Praise Song// TITLE IN WORLDCAT//,NA,NA,The provided hyperlink has information on where to find the material.,,,No,,3/9/18 16:17,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0436.wav,Songs of birds,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/in-the-trail-of-the-wind-american-indian-poems-and-ritual-orations/oclc/136520&referer=brief_results,WorldCat,,,0,0,0,print book,Story,#REF!,azte1234,,#REF!,,Aztec,Aztec,Central Mexico,,#REF!,clas1250,azte1234,no,yes,yes,nci,No secondary function,No,,,,The song is identified as such in its title or label,Story Song// TITLE IN WORLDCAT//,NA,NA,The provided hyperlink has information on where to find the song.,,,No,,3/9/18 16:12,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0437.wav,Thus it is told.,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/in-the-trail-of-the-wind-american-indian-poems-and-ritual-orations/oclc/136520&referer=brief_results,WorldCat,,,0,0,0,print book,Story,#REF!,azte1234,,#REF!,,Aztec,Aztec,Central Mexico,,#REF!,clas1250,azte1234,no,yes,yes,nci,No secondary function,No,,,,The song is identified as such in its title or label,Story Song// TITLE IN WORLDCAT//,NA,NA,The provided hyperlink has information on where to find the material.,,,No,,3/9/18 16:21,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0441.wav,Confession of sin,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/sacred-path-spells-prayers-power-songs-of-the-american-indians/oclc/10020978&referer=brief_results,WorldCat,,,0,0,0,this is a book -- no song link?,Healing,#REF!,clas1250,,#REF!,,Aztec,Aztec,Central Mexico,,#REF!,clas1250,clas1250,yes,yes,yes,nci,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Healing Song// TITLE IN WORLDCAT//,Against sickness and evil,NA,The provided hyperlink gives a link to the material where the song is.,,,No,,2/9/18 18:05,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0442.wav,Cradlesong for Ahuitzotl,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/sacred-path-spells-prayers-power-songs-of-the-american-indians/oclc/10020978&referer=brief_results,WorldCat,,,0,0,0,this is a book,Lullaby,#REF!,clas1250,,#REF!,,Aztec,Aztec,Central Mexico,,#REF!,clas1250,clas1250,yes,yes,yes,nci,No secondary function,No,,,,The song is identified as such in its title or label,Lullaby Song// TITLE IN WORLDCAT//,NA,NA,"The provided hyperlink has the link to the material where the song can be found,",,,No,,2/9/18 18:01,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0443.wav,A widow's lament,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/sacred-path-spells-prayers-power-songs-of-the-american-indians/oclc/10020978&referer=brief_results,WorldCat,,,0,0,0,print book no sound,Mourning,#REF!,clas1250,,#REF!,,Aztec,Aztec,Central Mexico,,#REF!,clas1250,clas1250,yes,yes,yes,nci,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Mourning Song// TITLE IN WORLDCAT//,For the dying and the dead// TITLE IN WORLDCAT//,NA,The provided hyperlink gives information on where to find the material.,,,No,,2/9/18 18:29,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0444.wav,Prayer to the deceased,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/sacred-path-spells-prayers-power-songs-of-the-american-indians/oclc/10020978&referer=brief_results,WorldCat,,,0,0,0,print book no sound,Mourning,#REF!,clas1250,,#REF!,,Aztec,Aztec,Central Mexico,,#REF!,clas1250,clas1250,yes,yes,yes,nci,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Mourning Song// TITLE IN WORLDCAT//,For the dying and the dead// TITLE IN WORLDCAT//,NA,The provided link gives information on where to find the material.,,,No,,2/9/18 18:34,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0445.wav,Prayer of the midwife to the goddess of water,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/sacred-path-spells-prayers-power-songs-of-the-american-indians/oclc/10020978&referer=brief_results,WorldCat,,,0,0,0,print book,Work,#REF!,clas1250,,#REF!,,Aztec,Aztec,Central Mexico,,#REF!,clas1250,clas1250,yes,yes,yes,nci,No secondary function,No,,,,The song is identified as such in its title or label,Work Song// TITLE IN WORLDCAT//,NA,NA,The provided hyperlink gives a link to the material where the song is.,,,No,,2/9/18 17:48,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0446.wav,To keep animals out of the cornfield,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/sacred-path-spells-prayers-power-songs-of-the-american-indians/oclc/10020978&referer=brief_results,WorldCat,,,0,0,0,print book,Work,#REF!,clas1250,,#REF!,,Aztec,Aztec,Central Mexico,,#REF!,clas1250,clas1250,yes,yes,yes,nci,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Work Song// TITLE IN WORLDCAT//,Planting and gathering,NA,The hyperlink gives link to where the material is.,,,No,,2/9/18 18:15,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0452.wav,Love song,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/in-the-trail-of-the-wind-american-indian-poems-and-ritual-orations/oclc/136520&referer=brief_results,WorldCat,,,0,0,0,from a print book,Love,#REF!,guer1241,,#REF!,,Nahuatl,Aztec,Central Mexico,,#REF!,azte1234,azte1234,yes,yes,yes,,No secondary function,No,,,,The song is identified as such in its title or label,Love Song// TITLE IN WORLDCAT//,NA,NA,The provided hyperlink has information about where the song can be found.,,,No,,3/9/18 16:04,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0454.wav,I am the medicine,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/sacred-path-spells-prayers-power-songs-of-the-american-indians/oclc/10020978&referer=brief_results,WorldCat,,,0,0,0,this is a book --no song link here,Healing,#REF!,huau1238,,#REF!,,Mazatec,Mazatec,Central Mexico,,#REF!,huau1238,huau1238,yes,yes,yes,mau,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Healing Song// TITLE IN WORLDCAT//,Against sickness and evil,NA,The hyperlink provides a link to where the material is located.,,,No,,2/9/18 18:10,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A BOOK; DELETE,DELETE,NOT MUSIC (this is a poem),NHS2-0476.wav,Among flowers that enclose us : To a woman loved,NA,,,,,NOT MUSIC (this is a poem),http://www.worldcat.org/title/in-the-trail-of-the-wind-american-indian-poems-and-ritual-orations/oclc/136520&referer=brief_results,WorldCat,,,0,0,0,print book,Love,#REF!,mezq1235,,#REF!,,Otomi,Otomi,Central Mexico,,#REF!,mezq1235,mezq1235,yes,yes,yes,ote,No secondary function,No,,,,The song is identified as such in its title or label,Love Song// TITLE IN WORLDCAT//,NA,NA,The provided hyperlink has information on where to find the song.,,,No,,3/9/18 16:09,JAY
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-0761,NHS2-1292.wav,Wailing for Sick Man,NA,,,,,,https://theglobaljukebox.org/#,Global Jukebox,,,0,0,0,repeat of above,Healing,#REF!,casu1237,,#REF!,,Coastal Asmat,Coastal Asmat,Southeast Asia,,#REF!,asma1257,casu1237,no,yes,yes,,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Healing song; holler // GLOBAL JUKEBOX Coding ID: 9970 //,Wailing and hollering for a sick man // GLOBAL JUKEBOX DESCRIPTION FIELD //,NA,"Hyperlink unavailable; Audio File ID: T5571R27, Lomax Source: T3179.4.",Yes,3,Yes,,6/21/2018 18:20:58,JCS
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-1350,NHS2-1349.wav,Wedding Song,NA,,,,,"Duplicate of below (Wedding song, row 1353)",https://theglobaljukebox.org/#,Global Jukebox,,,0,0,0,repeat of above,Procession,#REF!,west2396,,#REF!,,Lua,Lua,Southeast Asia,,#REF!,west2396,luaa1235,no,unknown,unknown,lcp,wedding,No,,,,The song is identified as such in its title or label,Wedding song // GLOBAL JUKEBOX CODING ID 3398 //,NA,NA,"Audio File ID: T5420R26. Publication/Collection: Peter Kunstadter Collection: Traditional music of the Lua (Lawa), collected at Mae Hongson Province, 1964. Tape II.",Yes,5,Yes,,6/20/2018 0:58:34,JCS
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,duplicate,NHS2-1351.wav,Planting Song,NA,,,,,"Duplicate of below (Planting song, row 1354)",https://theglobaljukebox.org/#,Global Jukebox,,,0,0,0,repeat of above,Work,#REF!,west2396,,#REF!,,Lua,Lua,Southeast Asia,,#REF!,west2396,luaa1235,no,unknown,unknown,lcp,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Planting song; agricultural song; work song // GLOBAL JUKEBOX Coding ID: 3393 //,Male soloist singing over the sound of his planting stick striking soil; planting sticks used here have slits with a striker set inside that emits a tone when struck on a suface // DESCRIPTION FIELD IN GLOBAL JUKEBOX //,NA,"Publication/Collection: Peter Kunstadter Collection: Traditional music of the Lua (Lawa), collected at Mae Hongson Province, 1964. Tape II. Audio File ID: T5420R24.",Yes,5,Yes,,6/20/2018 0:56:47,JCS
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-1525,NHS2-1524.wav,Lamnandi Ugolohlanq,NA,,,,,,http://media.theglobaljukebox.org/audio/T5452R25.mp3,Global Jukebox,,,0,0,0,repeat of above,Praise,#REF!,xhos1239,mpon1252,#REF!,,Pondo,Pondo,Southern Africa,bant1294,#REF!,mpon1252,pond1249,no,yes,yes,,No secondary function,No,,,,The song is identified as such in its title or label,"Praise song //GLOBAL JUKEBOX CODING ID 276, GENRE FIELD//","Praise song; That Has Fetched This Person; composed by Nomaswiti Citaumvano; recorded at Miss Carter's store //GLOBAL JUKEBOX CODING ID 276, DESCRIPTION FIELD//",NA,,Yes,6,Yes,,5/21/2018 11:54:35,AMB
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-1624,NHS2-1608.wav,Funeral Song,No track number Lomax Source: 1B2.B7; WFS3.10,,,,,repeat song,https://theglobaljukebox.org/?share=Seri-T5405R43,Global Jukebox,,,0,0,0,subject to tribal permission,Mourning,#REF!,hava1248,wala1270,#REF!,,Hualpai alt. Names Hwalbay not found on eHARF,Hualapai,Southwest and Basin,,#REF!,.,.,.,.,.,#N/A,No secondary function,No,,,,The song is identified as such in its title or label,"Funeral Song //CODING ID 199 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE TITLE FIELD//","Funeral; Mourning Song //CODING ID 199 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//",NA,,,,No,,12/28/2018 20:32:59,BSG
0,0,JSL,0,0,0,0,0,0,0,0,0,,,,,,THIS IS A DUPLICATE; DELETE,DELETE,Duplicate of NHS2-1624,NHS2-1623.wav,Death Song 2,No track number Lomax Source: T1618.10,,,,,repeat of the song below,https://theglobaljukebox.org/?share=Seri-T5405R43,Global Jukebox,,,0,0,0,subject to tribal permission,Mourning,#REF!,moha1256,,#REF!,,Aha Makhav not found on eHARF,Aha Makhav,Southwest and Basin,,#REF!,moha1256,moha1256,yes,yes,yes,mov,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Death Song //CODING ID 2015 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE TITLE FIELD//","Mourning; Death Song //CODING ID 2015 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//",NA,,,,No,"Global Jukebox says the audio is ""subject to tribal permission""",12/28/2018 20:38:11,BSG
0,0,JSL,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"DELETE; THIS IS A MUSICAL SCORE, cannot find recording",DELETE,this is a music score not audio,NHS2-0480.wav,Biba manza,NA,,,,,,http://www.worldcat.org/title/folksongs-of-mexico-canciones-de-mexico/oclc/42236366&referer=brief_results,WorldCat,,,0,0,0,no audio,Story,#REF!,mezq1235,,#REF!,,Otomi,Otomi,Central Mexico,,#REF!,mezq1235,mezq1235,yes,yes,yes,ote,No secondary function,No,,,,The song is identified as such in its title or label,Story Song// TITLE IN WORLDCAT//,NA,NA,The hyperlink provides link to the material where the song can be found.,,,No,,2/9/18 17:22,JAY
0,0,JSL,0,0,0,0,0,0,1,1,0,0,0,0,0,0,"this isn't a song, it's a dance pattern",got info from GJ,Not a song,NHS2-0753.wav,Yucatan Maya Dance 1,NA,Unavailable,,,,,https://theglobaljukebox.org/?share=Yucatan%20Maya-T5486R01,Global Jukebox,,,0,0,0,"this isn't a song, it's a dance pattern",Dance,#REF!,yuca1254,,#REF!,,Yucatan (Not in eHRAF),Mayan,Maya Area,,#REF!,yuca1254,yuca1252,no,yes,yes,yua,No secondary function,No,,,,The song is identified as such in its title or label,"Yucatan Maya Dance 1 //CODING ID Murdock Number: 21033; 29118 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE TITLE//",NA,NA,,,,No,,10/16/2018 13:29:22,NLR
0,0,JSL,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DELETE; produced track (not field recording),https://www.worldcat.org/title/nuevo-dia/oclc/699817049&referer=brief_results,interlib loan after pandemic,NHS2-0479.wav,Tsipashmajétzi,NA,Various archives/libraries,http://www.worldcat.org/title/nuevo-dia/oclc/699817049&referer=brief_results,,,,http://www.worldcat.org/titleuevo-dia/oclc/699817049&referer=brief_results,WorldCat,,,0,0,0,404 error,Play,#REF!,mezq1235,,#REF!,,Otomi,Otomi,Central Mexico,,#REF!,mezq1235,mezq1235,yes,yes,yes,ote,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Play Song// TITLE IN WORLDCAT//,It is directed at a juvenile audience.,NA,The provided hyperlink has information on where to find the material.,,,No,,3/9/18 16:45,JAY
0,0,JSL,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DELETE; produced track (not field recording),https://www.worldcat.org/title/nuevo-dia/oclc/699817049&referer=brief_results,interlib loan after pandemic,NHS2-0485.wav,Uichu urapiti,NA,Various archives/libraries,https://www.worldcat.org/title/nuevo-dia/oclc/699817049?referer=brief_results,,,,http://www.worldcat.org/titleuevo-dia/oclc/699817049&referer=brief_results,WorldCat,,,0,0,0,404 error,Play,#REF!,pure1242,,#REF!,,Purépecha,Purepecha,Central Mexico,,#REF!,pure1242,pure1242,yes,yes,yes,tsz,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Play Song// TITLE IN WORLDCAT//,It is directed at a juvenile audience.,NA,The hyperlink has information on where to find the material.,,,No,,3/9/18 16:48,JAY
0,0,JSL,0,0,0,1,0,0,0,0,0,1,0,0,0,0,DELETE; produced track (not field recording),https://www.worldcat.org/title/nuevo-dia/oclc/699817049&referer=brief_results,interlib loan after pandemic,NHS2-0486.wav,Ni paja nintani,NA,Various archives/libraries,https://www.worldcat.org/title/nuevo-dia/oclc/699817049?referer=brief_results,,,,http://www.worldcat.org/titleuevo-dia/oclc/699817049&referer=brief_results,WorldCat,,,0,0,0,404 error,Play,#REF!,pure1242,,#REF!,,Purépecha,Purepecha,Central Mexico,,#REF!,pure1242,pure1242,yes,yes,yes,tsz,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Play Song// TITLE IN WORLDCAT//,It is directed at a juvenile audience.,NA,The hyperlink has information on where to find the material.,,,No,,3/9/18 16:52,JAY
0,0,JSL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,DELETE; produced track (not field recording),https://www.worldcat.org/title/nuevo-dia/oclc/699817049&referer=brief_results,"url_recode is correct link, orig is broken. LGY: request interlibrary loan of CD",NHS2-0455.wav,Sones mazatecos,NA,Various archives/libraries,https://www.worldcat.org/title/nuevo-dia/oclc/699817049&referer=brief_results,CD,,"Original link for source was broken, unable to 100% confirm track is identical",http://www.worldcat.org/titleuevo-dia/oclc/699817049&referer=brief_results,WorldCat,,,0,0,0,404 error,Play,#REF!,huau1238,,#REF!,,Mazatec,Mazatec,Central Mexico,,#REF!,huau1238,huau1238,yes,yes,yes,mau,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Play Song// TITLE IN WORLDCAT//,It is directed at a juvenile audience.,NA,The provided hyperlink gives information on where to find the material.,,,No,,3/9/18 16:40,JAY
0,0,JSL,0,0,0,0,0,0,1,0,1,0,0,0,0,0,NOT ENOUGH INFO,https://www.worldcat.org/title/latin-crooners-1930-1949-sentimental-songs-cuba-bresil-argentine-mexique/oclc/494486017&referer=brief_results,"no audio file; LGY: CREM links to a Latin Crooners album, but the NHS2 corpus info says this song should be a lullaby. Not enough pieces of the puzzle to figure out what the right song is. (Crooners CD available at https://www.amazon.co.uk/Crooners-Sentimental-1930-1949-Argentine-Mexique/dp/B0049WMJWM)",NHS2-0493.wav,Has no title,"Disc 1 , Track 1",CREM,https://archives.crem-cnrs.fr/archives/items/11889/,,,No audio at CREM link,https://archives.crem-cnrs.fr/archives/items/11889/,CREM,0,1,0,1,0,,Lullaby,#REF!,stan1288,,#REF!,,Mexican,Mexican,Central Mexico,ital1284,#REF!,stan1288,.,no,.,.,spa,No secondary function,No,,,,The song is identified as such in its title or label,Lullaby//CODING ID CNRSMH_E_2000_021_008 IN CREM//,NA,NA,,,,No,,7/23/2018 18:13:19,JAY
0,0,JSL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,BL,https://www.youtube.com/watch?v=0wEah2EVmA8&ab_channel=apusskidu,DROPPED - Cost lots of money to digitize at Brit Library; link is not to audio file,NHS2-0438.wav,Arreola and Carballo,NA,British Library,http://explore.bl.uk/primo_library/libweb/action/display.do;jsessionid=818F39A359776C8BF5BC866B757A5BD6?tabs=moreTab&ct=display&fn=search&doc=BLLSA7748439&indx=1&recIds=BLLSA7748439&recIdxs=0&elementId=0&renderMode=poppedOut&displayMode=full&frbrVersion=&query=any%2Ccontains%2C%22Arreola+and+Carballo%22&search_scope=LSCOP-ALL&dscnt=0&scp.scps=scope%3A%28BLCONTENT%29&vl(2084770704UI0)=any&vid=BLVU1&institution=BL&tab=local_tab&vl(freeText0)=%22Arreola%20and%20Carballo%22&dstmp=1576166108989,,,,http://sami.bl.uk/uhtbin/cgisirsi/?ps=5zqKrlV91Y/WORKS-FILE/285270014/9,British Library,1,1,0,0,1,Uto,Story,#REF!,azte1234,,#REF!,,Nahuatl,Aztec,Central Mexico,,#REF!,azte1234,azte1234,yes,yes,yes,,No secondary function,No,,,,The song is identified as such in its title or label,Story Song// TITLE IN BRITISH LIBRARY//,NA,NA,Electronic access to the track is available at the library.,,,No,,7/10/18 18:19,JAY
0,0,JSL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"can only purchase but is an ""inauthentic recording""",https://www.amazon.com/Corrido-Juan-Cortina-En-Vivo/dp/B076WHTY8T/ref=sr_1_1?dchild=1&keywords=corrido+juan+cortina+oscar+chavez&qid=1611990591&s=dmusic&sr=1-1,check against gofileme track? purchase after pandemic,NHS2-0991.wav,Corrido de Juan Cortina,NA,CD purchase,https://www.amazon.com/16-EXITOS-ORO-OSCAR-CHAVEZ/dp/B0014FWWTC/ref=tmm_acd_swatch_0?_encoding=UTF8&qid=&sr=,,$18.99,,http://gofile.me/3T2hs/dkb7AMMkb,"Pg 83 in the book: Music in Mexico written by Alejandro L. Madrid, published by Oxford University Press (2013)",0,1,0,1,0,,Praise,#REF!,stan1288,,#REF!,,Mexican,Mexican,Northern Mexico,ital1284,#REF!,stan1288,stan1288,yes,yes,yes,spa,Story,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is",NA,"On pg 83 of the book ""corridos celebrating outlaws as rebels aganist what people felt was a growingly authoritarian and marginalizing social structure...El corrido de Juan Cortina...good example of the thin line between heroism and illegality, notions defined by specific social and historical agendas...""","""Que viva Juan Nepomuceno, que trae para los gringos, pistol y doble brake"" (translation: ""Long live Juan Nepomuceno, who brings the gringos to pistol and double reins!"") ""Juan Nepomuceno Cortina, sabe muy bien the que pasa, es muy hombre entre los hombres, para defender the raza"" (translation: Juan Nepomuceno Cortina, knows very well what's going on; he's a man among men, for defending his people.)",,Yes,,No,,10/27/2018 23:17:17,MMX
0,0,JSL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,can only purchase but is a produced track,"https://www.amazon.com/Flor-De-Clavel/dp/B000S3AHIY
http://sami.bl.uk/uhtbin/cgisirsi/?ps=LzeLVU8KrB/WORKS-FILE/296680012/123",Might be at U of Texas - emailed librarian to track down song,NHS2-0490.wav,Klabéli tsïtïki (Flor de clavel),NA,Unavailable,,,,,http://sami.bl.uk/uhtbin/cgisirsi/?ps=r7aQ8u3z8p/WORKS-FILE/57150033/9,British Library,1,0,1,0,0,,Story,#REF!,pure1242,,#REF!,,Purépecha,Purepecha,Central Mexico,,#REF!,pure1242,pure1242,yes,yes,yes,tsz,No secondary function,No,,,,The song is identified as such in its title or label,Story Song// TITLE IN BRITISH LIBRARY//,NA,NA,The hyperlink has the electronic access to the track that can be activated at the library.,,,No,,7/10/18 17:29,JAY
0,0,JSL,0,0,0,0,0,0,1,0,0,0,0,0,0,0,emailed smile of angkor,http://www.smileofangkor.info/sounds-of-angkor/#.X7JFkcszY-R,Audio no longer available - Contact ABK? Says they uploaded functional link to NAS and were sent the track directly by ethnomusicologist,NHS2-1293.wav,"""Arek""","""NA""",,,,,,http://www.smileofangkor.info/sounds-of-angkor/#.WsavhZPwagw,"None of these, Cambodian Living Arts Music Library",,,0,0,0,video removed,Healing,#REF!,cent1989,,#REF!,,Khmer,Khmer,Southeast Asia,,#REF!,cent1989,.,no,.,.,khm,Praise,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","""NA""","Over the centuries, the Khmer people have believed in natural spirits, souls (pralung), territorial spirits (neak ta), and all that preserves and protects the earth. Traditionally, these spirits and forces have been respected and feared. Arek has been traditionally performed in order to serve the needs of these spiritual forces and show them continual gratitude. When someone is sick, Arek music is played to call the spirit to come, entering a person who is then asked the reasons for the illness. Once the sick person is healthy again, the Laing roang ceremony is performed in which all the protective spirits are invited for feast and to listen to festive music. Offerings of food and drink, along with Arek music, are offered to the spirits in times when there is no rain, if animals or humans in the region are struck by disease, or when a large and important undertaking is planned. These ceremonies ask the spirits for help to solve a problem or to fulfill a wish or desired plan.","""NA""",,Yes,3,Yes,The link provided is temporary. I need to upload the link to the Music Lab NAS because it comes from a source sent directly to me by an ethnomusicologist.,5/4/18 19:25,ABK
0,0,JSL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"song appears to be incorrect; even if it were correct, this is a produced track",https://harvard-naxosmusiclibrary-com.ezp-prod1.hul.harvard.edu/catalogue/item.asp?cid=BCD9325,"song appears to be incorrect, original source appears to be a music score",NHS2-0478.wav,Arrullo de muerte,NA,Direct download (non-Folkways,https://www.amazon.com/Flores-del-Viento-2013-Version/dp/B07T2PFWVL/ref=sr_1_3?keywords=Flores+del+viento+III&qid=1584478577&s=dmusic&sr=1-3,,$0.99,,http://www.worldcat.org/title/flores-del-viento-iii/oclc/948209748&referer=brief_results,WorldCat,1,0,1,0,0,,Lullaby,#REF!,mezq1235,,#REF!,,Otomi,Otomi,Central Mexico,,#REF!,mezq1235,mezq1235,yes,yes,yes,ote,No secondary function,No,,,,The song is identified as such in its title or label,Lullaby Song// TITLE IN WORLDCAT//,NA,NA,The hyperlink provides a link to the material where the song can be found,,,No,,2/9/18 17:10,JAY
