catalogued (audio file is on musiclabnas already),"documentation (liner notes, images, etc, on musiclabnas)",who,HARVARD .WAV,OTHER .WAV,HARVARD CD,OTHER CD,DIRECT STREAM,MULTIPLE SONGS ON SAME TRACK,LP,REQUESTED THRU ILL,ONLY OPTION IS FOR HARVARD TO DIGITIZE IT,CAN'T FIND. ASK HARVARD LIBRARY,ASK HARVARD FOR HELP,GET CD WHEN LOEB REOPENS / WAIT FOR ILL CD OR LP / ASK FOR DIGITIZATION,TO DELETE,status,judy_notes,judy_url (use this only if url_recode is no longer the right url),old_notes,filename,song_name,region,type,song_tracknum,source,url_recode,format (Harvard only),cost,notes,url_orig,source_first,widesample,deepsample,wideonly,deeponly,both,comments,family_name,language,dialect,level,culture listed?,culture,culture standardized,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,iso,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1416.wav,O mili mi je u selu divjka,Southeastern Europe,Love,Track 34,Harvard Library,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA512239516150003941&context=L&vid=HVD2&search_scope=everything&tab=everything&lang=en_US,,,,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C409883,Garland Encyclopedia of World Music,0,1,0,1,0,,#REF!,sout1528,croa1245,#REF!,,Croats,Croatian,balt1263,#REF!,croa1245,croa1245,yes,yes,yes,hrv,No secondary function,No,,,,The song is identified as such in its title or label,"""A village girl is dear to me"" //GARLAND ENCYCLOPEDIA OF WORLD MUSIC, VOL. 8: EUROPE AUDIO CD, RELEVANT TEXT IN LINER NOTES #34 UNDER RELATED DOCUMENTS SECTION//",NA,NA,,Yes,6,Yes,,12/10/18 12:23,LXN
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1417.wav,Omile mi un selo devojče (I fell in love with a girl in the village),Southeastern Europe,Love,Track 27,NHS 1.0,,,,,http://www.worldcat.org/oclc/44399671,NHS 1.0,0,1,0,1,0,,#REF!,sout1528,serb1264,#REF!,,Serbs,Serbian,balt1263,#REF!,serb1264,serb1264,yes,yes,yes,srp,,No,,,,,14,14,NA,,,,,,1/2/18 17:42,CMB
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1418.wav,"""Rest Son, Sleep Son""",Southeastern Europe,Lullaby,Track 37,Harvard Library,https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA512239516150003941&context=L&vid=HVD2&search_scope=everything&tab=everything&lang=en_US,,,,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C409883,Garland Encyclopedia of World Music,0,1,0,1,0,,#REF!,sout1528,bosn1245,#REF!,,Bosnia (not found in eHRAF),Bosnia and Herzegovinian,balt1263,#REF!,bosn1245,bosn1245,yes,yes,yes,bos,"Resembles urban love song, then moves to lament for singer's love life",No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Lullaby, ""Rest Son, Sleep Son"" //GARLAND ENCYCLOPEDIA OF WORLD MUSIC, VOL. 8: EUROPE AUDIO CD #37, RELEVANT TEXT IN TITLE AND LINER NOTES//","This tune resembles an urban love song, and the singer moves from a description of the cradle to a lament for her love life //GARLAND ENCYCLOPEDIA OF WORLD MUSIC, VOL. 8: EUROPE AUDIO CD #37, RELEVANT TEXT IN LINER NOTES FOR #37, UNDER RELATED DOCUMENTS TAB/",NA,,Yes,6,Yes,,12/10/18 12:32,LXN
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1419.wav,Tuzbalica za ocem,Southeastern Europe,Mourning,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1963_006_001_35/,,,,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1963_006_001_35/,CREM,0,1,0,1,0,,#REF!,sout1528,serb1264,#REF!,,Serbs,Serbian,balt1263,#REF!,serb1264,serb1264,yes,yes,yes,srp,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Funeral lament for his father //CREM CNRSMH_I_1963_006_001_35 ITEM NUMBER 22, RELEVANT TEXT IN TITLE FIELD//","Funeral //CREM CNRSMH_I_1963_006_001_35 ITEM NUMBER 22, RELEVANT TEXT IN KEYWORDS FIELD//",NA,,Yes,6,Yes,,10/15/2018 14:13:46,LXN
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5591R03.mp3,purchase,NHS2-1420.wav,Svatovska Pjesma,Southeastern Europe,Procession,NA,CD purchase,https://www.discogs.com/sell/item/812332454,,$10.50,Shipping additional,https://theglobaljukebox.org/?share=Central%20Bosnia-T5591R03,Global Jukebox,0,1,0,1,0,,#REF!,sout1528,bosn1245,#REF!,,Central Bosnia (not listed in eHRAF),Bosnian,balt1263,#REF!,bosn1245,bosn1245,yes,yes,yes,bos,Wedding,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Wedding song //GLOBAL JUKEBOX CODING ID 350, RELEVANT TEXT IN GENRE FIELD//","Wedding song //GLOBAL JUKEBOX CODING ID 350, RELEVANT TEXT IN DESCRIPTION FIELD//",NA,,Yes,6,Yes,,9/28/2018 12:47:12,LXN
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5591R01.mp3,purchase,NHS2-1421.wav,Lepo Peva,Southeastern Europe,Procession,NA,CD purchase,https://www.discogs.com/sell/item/812332454,,$10.50,Shipping additional,https://theglobaljukebox.org/?share=N.%20Croatia-T5591R01,Global Jukebox,0,1,0,1,0,,#REF!,sout1528,croa1245,#REF!,,"N. Croatian (not listed in eHRAF); if specifying ""N."" is not important, may be listed as ""Croats"" in eHRAF",Croatian,balt1263,#REF!,croa1245,croa1245,yes,yes,yes,hrv,Wedding,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Wedding song //GLOBAL JUKEBOX CODING ID 354, RELEVANT TEXT IN GENRE FIELD//","Wedding song //GLOBAL JUKEBOX CODING ID 354, RELEVANT TEXT IN DESCRIPTION FIELD//",NA,,Yes,6,Yes,,12/10/18 10:56,LXN
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1422.wav,Kraljicke Pesme,Southeastern Europe,Procession,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1963_006_001_11/,,,,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1963_006_001_11/,CREM,0,1,0,1,0,,#REF!,sout1528,serb1264,#REF!,,Serbs,Serbian,balt1263,#REF!,serb1264,serb1264,yes,yes,yes,srp,"Ritual, worship, dance",No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Traditional festival; worship, dance, party //CREM CODE CNRSMH_I_1963_006_001_11 ITEM NUMBER 5, RELEVANT TEXT IN TITLE AND KEYWORDS FIELDS//","The rpocession of queens is carried out by young girls from the village...at Pentecost, they go from house to house and perform the procession for the families they meet. The next day, the procession goes to a nearby town or village...the entire community...helps in the preparations for the processions //CREM CODE CNRSMH_I_1963_006_001_11 ITEM NUMBER 5, RELEVANT TEXT IN ETHNOGRAPHIC CONTEXT FIELD//",NA,,Yes,6,Yes,,10/15/2018 14:01:15,LXN
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1423.wav,Dodolska Pesma,Southeastern Europe,Procession,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1963_006_001_10/,,,,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1963_006_001_10/,CREM,0,1,0,1,0,,#REF!,sout1528,serb1264,#REF!,,Serbs,Serbian,balt1263,#REF!,serb1264,serb1264,yes,yes,yes,srp,"Worship, dance, party",No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Song of Dodole (traditional festival) //CREM CNRSMH_I_1963_006_001_10 ITEM NUMBER 4, RELEVANT TEXT IN TITLE FIELD//","The songs ""Dodoles"" are typical ritiual songs accompanied by ritual dances, used during droughts...girls...visit the houses of hte village and perform the ritual ""dodole."" In response to the ritual, the master of the house comes out of the house and throws water on the dancers. This is an ancient practice used to summon the spirits of the rain //CREM CNRSMH_I_1963_006_001_10 ITEM NUMBER 4, RELEVANT TEXT IN ETHNOGRAPHIC CONTEXT FIELD//",NA,,Yes,6,Yes,,10/15/2018 14:23:32,LXN
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1424.wav,Ballad About Turks,Southeastern Europe,Story,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5463R49.mp3,,,,https://theglobaljukebox.org/?share=Strpci-T5463R49,Global Jukebox,0,1,0,1,0,,#REF!,sout1528,bosn1245,#REF!,,Strpci (not listed in eHRAF),Bosnian,balt1263,#REF!,.,bosn1245,no,.,.,#N/A,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Ballad; historical song //GLOBAL JUKEBOX CODING ID 2366, RELEVANT TEXT IN GENRE FIELD//","Ballad; recalling the Turks //GLOBAL JUKEBOX CODING ID 2366, RELEVANT TEXT IN DESCRIPTION FIELD//",NA,,Yes,6,Yes,,5/10/18 12:21,LXN
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1425.wav,Necu Vise Sprolazit Skroz Selo,Southeastern Europe,Story,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T9536R20.mp3,,,,https://theglobaljukebox.org/?share=Croatian%20Istria-T9536R20,Global Jukebox,0,1,0,1,0,,#REF!,sout1528,croa1245,#REF!,,Croatian Istria (not listed in eHRAF),Croatian,balt1263,#REF!,croa1245,croa1245,yes,yes,yes,hrv,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Epic song //GLOBAL JUKEBOX CODING ID 9494, RELEVANT TEXT IN GENRE FIELD//","Epic folk song //GLOBAL JUKEBOX CODING ID 9494, RELEVANT TEXT IN DESCRIPTION FIELD//",NA,,Yes,6,Yes,,12/10/18 10:47,LXN
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5591R05.mp3,purchase,NHS2-1426.wav,Oslobodjenje Šipova,Southeastern Europe,Story,NA,CD purchase,https://www.discogs.com/sell/item/812332454,,$10.50,Shipping additional,https://theglobaljukebox.org/?share=Central%20Bosnia-T5591R05,Global Jukebox,0,1,0,1,0,,#REF!,sout1528,bosn1245,#REF!,,Central Bosnia (not listed in eHRAF),Bosnian,balt1263,#REF!,bosn1245,bosn1245,yes,yes,yes,bos,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Epic song //GLOBAL JUKEBOX CODING ID 351, RELEVANT TEXT IN GENRE FIELD//","Epic poem; the Liberation of Šipova //GLOBAL JUKEBOX CODING ID 351, RELEVANT TEXT IN DESCRIPTION FIELD//",NA,,Yes,6,Yes,(note: did not listen to song) Vocalist starts singing ~0:40,9/28/2018 12:57:36,LXN
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1427.wav,Field Song,Southeastern Europe,Work,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5463R51.mp3,,,,https://theglobaljukebox.org/?share=Strpci-T5463R51,Global Jukebox,0,1,0,1,0,,#REF!,sout1528,bosn1245,#REF!,,Strpci (not listed in eHRAF),Bosnia and Herzegovinian,balt1263,#REF!,.,bosn1245,no,.,.,#N/A,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Work song; field song; agricultural song //GLOBAL JUKEBOX CODING ID 2364, RELEVANT TEXT IN GENRE FIELD//","Field song //GLOBAL JUKEBOX CODING ID 2364, RELEVANT TEXT IN DESCRIPTION FIELD//",NA,,Yes,6,Yes,,5/10/18 12:12,LXN
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5591R02.mp3,purchase,NHS2-1428.wav,Rozgalice,Southeastern Europe,Work,NA,CD purchase,https://www.discogs.com/sell/item/812332454,,$10.50,"Shipping additional, spelling is w/o e at end",https://theglobaljukebox.org/?share=N.%20Croatia-T5591R02,Global Jukebox,0,1,0,1,0,,#REF!,sout1528,croa1245,#REF!,,"N. Croatian (not listed in eHRAF); may be ""Croats"" in eHRAF if not specifying ""N."" Croatia",Croatian,balt1263,#REF!,croa1245,croa1245,yes,yes,yes,hrv,Dance,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Harvest song; dance song; work song; courtship song //GLOBAL JUKEBOX CODING ID 353, RELEVANT TEXT IN GENRE FIELD//","Song probably sung when the neighbors gather to help in the harvest; the work is accompanied by singing, dancing, and love-making //GLOBAL JUKEBOX CODING ID 353, RELEVANT TEXT IN DESCRIPTION FIELD//",NA,,Yes,6,Yes,,12/10/18 10:53,LXN
1,1,JSL,0,0,1,1,0,0,0,0,0,0,0,0,0,,got from GJ,http://media.theglobaljukebox.org/audio/T5591R04.mp3,purchase,NHS2-1429.wav,Sito,Southeastern Europe,Work,NA,CD purchase,https://www.discogs.com/sell/item/812332454,,$10.50,Shipping additional,https://theglobaljukebox.org/?share=Slavonia-T5591R04,Global Jukebox,0,1,0,1,0,,#REF!,sout1528,croa1245,#REF!,,Slavonia (not listed in eHRAF),Croatian,balt1263,#REF!,croa1245,croa1245,yes,yes,yes,hrv,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Harvest song //GLOBAL JUKEBOX CODING ID 9238, RELEVANT TEXT IN GENRE FIELD//","The Sieve; harvest song //GLOBAL JUKEBOX CODING ID 9238, RELEVANT TEXT IN DESCRIPTION FIELD//",NA,,Yes,6,Yes,,12/10/18 10:43,LXN
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1430.wav,"Mladio momce, zelen bosioce (zetelacka pesma)",Southeastern Europe,Work,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1963_006_001_15/,,,,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1963_006_001_15/,CREM,0,1,0,1,0,,#REF!,sout1528,serb1264,#REF!,,Serbs,Serbian,balt1263,#REF!,serb1264,serb1264,yes,yes,yes,srp,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Harvest song //CREM CODE CNRSMH_I_1963_006_001_15, ITEM NUMBER 9, RELEVANT TEXT IN TITLE FIELD//","Agriculture //CREM CODE CNRSMH_I_1963_006_001_15, ITEM NUMBER 9, RELEVANT TEXT IN KEYWORDS FIELD//",NA,,Yes,6,Yes,,10/15/2018 13:53:04,LXN
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1431.wav,Zetelacka Pesma,Southeastern Europe,Work,NA,Harvard Library,http://id.lib.harvard.edu/alma/990084880260203941/catalog,CD,,,https://archives.crem-cnrs.fr/archives/items/CNRSMH_I_1963_006_001_32/,CREM,0,1,0,1,0,,#REF!,sout1528,serb1264,#REF!,,Serbs,Serbian,balt1263,#REF!,serb1264,serb1264,yes,yes,yes,srp,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Song of harvest //CREM CNRSMH_I_1963_006_00_32 ITEM NUMBER 19, RELEVANT TEXT IN TITLE FIELD//","Agriculture //CREM CNRSMH_I_1963_006_00_32 ITEM NUMBER 19, RELEVANT TEXT IN KEYWORDS FIELD//",NA,,Yes,6,Yes,,10/15/2018 14:10:42,LXN
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1434.wav,Këngë Djepi - Lullaby,Southeastern Europe,Lullaby,NA,Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212029526920003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,Folk%20Music%20of%20Albania&offset=0",CD,,"If needed, album purchase: https://www.amazon.com/Folk-Music-Albania-L-Lloyd/dp/B075DZ6T2F/ref=sr_1_1?keywords=Folk+music+of+Albania&qid=1578517334&s=music&sr=1-1",http://gofile.me/3T2hs/Iwc3MVpJ6,Sound recording: Folk music of Albania,0,1,0,1,0,,#REF!,tosk1239,,#REF!,,Albanians,Albanian,alba1267,#REF!,alba1267,alba1267,yes,yes,yes,sqi,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is",NA,"Lullaby //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 4//","Oh sleep, my son, if you want to grow big. Sleep, my son, and I will rock you. Oh mother's boy is going to sleep. Sleep, my boy, if you want to grow big; sleep, my son, if you want to grow big. Oh, I'm rocking you to sleep. Oh sleep, my son, sleep happily. Oh sleep for mother, sleep happily. //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ONE PAGE 4//",,Yes,6,Yes,Liner notes can be found here: http://gofile.me/3T2hs/ezVlk1Qvq,1/11/18 17:46,LXN
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1436.wav,"Kolonjë, e Bukur Kolonjë",Southeastern Europe,Praise,NA,Harvard Library,"https://hollis.harvard.edu/primo-explore/fulldisplay?docid=01HVD_ALMA212099131980003941&context=L&vid=HVD2&lang=en_US&search_scope=default_scope&adaptor=Local%20Search%20Engine&tab=books&query=any,contains,Cry%20You%20Mountains,%20Cry%20You%20Fields&offset=0",CD,,"If needed, album purchase: https://www.amazon.com/Cry-You-Mountains-Fields/dp/B00002SWI1/ref=sr_1_1?keywords=Cry+You+Mountains%2C+Cry+You+Fields&qid=1578517413&s=music&sr=1-1",http://gofile.me/3T2hs/SugKttlth,"Sound recording: ""Cry You Mountains, Cry You Fields""",0,1,0,1,0,,#REF!,tosk1239,,#REF!,,Albanians,Albanian,alba1267,#REF!,alba1267,alba1267,yes,yes,yes,sqi,No secondary function,No,,,,"The song is identified as such in its title or label, The lyrics made it clear to me what type of song this is","Kolonja, the beautiful Kolonja //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 9//",NA,"Beautiful Kolonja, you had so many good, brave men. You were shot so many times, but you are still alive and beautiful. //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 9//",,Yes,6,Yes,Liner notes link here: http://gofile.me/3T2hs/CTTCiHaUf,1/11/18 17:35,LXN
1,1,JSL,0,1,1,1,0,0,0,1,0,0,0,0,0,,got from ILL CD,https://www.worldcat.org/title/kosovo-music-of-the-albanian-kosovars/oclc/1178574306&referer=brief_results,purchase,NHS2-1437.wav,Pyet Kosova Per Nje Cike,Southeastern Europe,Praise,NA,CD purchase,https://www.amazon.com/Kosovo-Albanian-Various-Artists-Records/dp/B004KZPCBS/ref=tmm_acd_swatch_0?_encoding=UTF8&qid=1578517475&sr=8-2,,$15.99,"If needed, album purchase: https://www.amazon.com/Kosovo-Albanian-Kosovars-Various-Artists/dp/B01KB2MSVK/ref=sr_1_2?keywords=Kosovo%3A+Music+Of+The+Albanian+Kosovars&qid=1578517475&sr=8-2",http://gofile.me/3T2hs/J1nSbnXMz,Sound recording: Kosovo,0,1,0,1,0,,#REF!,tosk1239,,#REF!,,Albanians,Albanian,alba1267,#REF!,alba1267,alba1267,yes,yes,yes,sqi,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is",NA,"Patriotic song //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 9//","All of Kosovo is asking about a girl. They want to know of her honor...Albania gave birth to her, she is a heroine. She went up into the mountains with her gun at the age of twelve and fought with the guerrillas...[she] shone like lightning //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 9//",,Yes,6,Yes,Liner notes found here: http://gofile.me/3T2hs/4UzbGi9bn and singing begins after 00:20 in recording (did not listen to before next page),1/11/18 17:53,LXN
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1438.wav,Jargavan Me Bojë Për Mall,Southeastern Europe,Praise,Track 13,Harvard Library,https://hollis.harvard.edu/primo-explore/fulldisplay?context=L&vid=HVD2&search_scope=everything&tab=everything&lang=en_US&docid=01HVD_ALMA212108515290003941,CD,,"If needed, Harvard library: http://id.lib.harvard.edu/alma/990099744320203941/catalog",http://gofile.me/3T2hs/qJyRE9w7F,Sound recording: Urban Songs from Shkodra,0,1,0,1,0,,#REF!,tosk1239,,#REF!,,Yugoslavia (not listed in eHRAF),Albanian,alba1267,#REF!,.,.,.,.,.,#N/A,No secondary function,No,,,,The lyrics made it clear to me what type of song this is,NA,NA,"Lilac, you light up desire; the bird finds repose in you; you are rarely present in the gardens; everybody knows your value. Fragrant herb that grows in the pot and beautifies the windows, stately flower that blossoms both in summer and in winter. Carnations multiply, everything is surrounded by buds, in parks the fragrance propagates everywhere. The rose is blossoming, it adorns all the courtyards; its perfume intoxicates all the world and fills it with joy //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS TRACK 13//",,Yes,6,Yes,Liner notes found here under Track 13: http://gofile.me/3T2hs/sZrysBuVN,5/11/18 14:35,LXN
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1439.wav,Song of Homage to the King,Southern Africa,Praise,NA,CREM,https://archives.crem-cnrs.fr/archives/items/CNRSMH_E_1955_016_002_001_23/,,,,http://media.theglobaljukebox.org/audio/T9502R36.mp3,Global Jukebox,0,1,0,1,0,,#REF!,anta1255,,#REF!,,Ambilube,Ambilube,,#REF!,.,mala1537,no,.,.,#N/A,No secondary function,No,,,,The song is identified as such in its title or label,"Praise song //GLOBAL JUKEBOX CODING ID 9133, GENRE FIELD//","Song of praise similar in form, style, and rhythm to other praise songs common on the western coast of Africa //GLOBAL JUKEBOX CODING ID 9133, DESCRIPTION FIELD//",NA,,Yes,6,Yes,,5/5/18 22:45,AMB
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1440.wav,Marita ku Mampampa,Southern Africa,Love,NA,Folkways track download,https://folkways.si.edu/stephen-tsotsi-kisumali-and-two-friends/marita-ku-mampampa/track/smithsonian,,$0.99,,http://greenstone.ilam.ru.ac.za/collect/ilam/index/assoc/D7881.dir/TR052-09.mp3,ILAM,0,1,0,1,0,,#REF!,aush1241,,#REF!,,Aushi,Bemba,bant1294,#REF!,aush1241,.,no,.,.,auh,No secondary function,No,,,,The song is identified as such in its title or label,"Love song; Guitar; Bottle //ILAM IDENTIFIER TR052-09, KEYWORDS FIELD//",NA,NA,,Yes,6,Yes,,5/21/2018 11:27:37,AMB
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1441.wav,Malay Hanambady,Southern Africa,Dance,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5442R24.mp3,,,,http://media.theglobaljukebox.org/audio/T5442R24.mp3,Global Jukebox,0,1,0,1,0,,#REF!,bara1369,,#REF!,,Bara,Bara,,#REF!,bara1369,mala1537,no,yes,yes,bhr,No secondary function,No,,,,The song is identified as such in its title or label,"Dance song //GLOBAL JUKEBOX CODING ID 2172, GENRE FIELD//","Ambanivody acrobatic dance song; I Don't Want to Get Married //GLOBAL JUKEBOX CODING ID 2172, DESCRIPTION FIELD//",NA,,Yes,6,Yes,,5/22/2018 10:21:51,AMB
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1442.wav,Fandikara,Southern Africa,Procession,NA,Global Jukebox,http://media.theglobaljukebox.org/audio/T5442R28.mp3,,,,http://media.theglobaljukebox.org/audio/T5442R28.mp3,Global Jukebox,0,1,0,1,0,,#REF!,bara1369,,#REF!,,Bara,Bara,,#REF!,bara1369,mala1537,no,yes,yes,bhr,funeral,No,,,,The song is identified as such in its title or label,"Funeral song //GLOBAL JUKEBOX CODING ID 3300, GENRE FIELD//","Funeral songs; two songs; song 2 is in 2 parts //GLOBAL JUKEBOX CODING ID 3300, DESCRIPTION FIELD//",NA,,Yes,6,Yes,,5/22/2018 10:24:31,AMB
1,1,LGY,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1443.wav,Atufundi uyanganje,Southern Africa,Healing,"Side A, Track 5",NHS 1.0,,,,,http://www.worldcat.org/oclc/12833307,NHS 1.0,1,1,0,0,1,bantu,#REF!,bemb1257,,#REF!,,Lunda,Kazembe-Lunda,bant1294,#REF!,lund1266,lund1266,yes,yes,yes,lun,,No,,,,,4,4,4,,,,,,1/2/18 18:13,CMB
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,"Unable to load greenstone link, can't find on ILAM",NHS2-1444.wav,Liyense,Southern Africa,Play,NA,International Library of African Music,,,,"Unable to load greenstone link, can't find on ILAM",http://greenstone.ilam.ru.ac.za/collect/ilam/index/assoc/D32089.dir/AC0494-C3Z12a.mp3,ILAM,0,1,0,1,0,,#REF!,bemb1257,town1238,#REF!,,Bemba,Bemba,bant1294,#REF!,town1238,bemb1258,no,unknown,unknown,,No secondary function,No,,,,The song is identified as such in its title or label,"Unaccompanied ; Singing games ; Topical song //ILAM IDENTIFIER AC0494-C3Z12a, KEYWORDS//","For futher details refer to ILAM field card: C3Z12a //ILAM IDENTIFIER AC0494-C3Z12a, DESCRIPTION//",NA,,Yes,6,Yes,,5/23/2018 10:16:21,AMB
1,1,CMB,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,NHS2-1445.wav,Shiwa yamalela,Southern Africa,Mourning,NA,International Library of African Music,https://samap.ukzn.ac.za/shiwa-yamalela-0,,,,http://greenstone.ilam.ru.ac.za/collect/ilam/index/assoc/D32121.dir/AC0501-C4B10.mp3,ILAM,0,1,0,1,0,,#REF!,chok1245,,#REF!,,Chokwe,Chokwe,bant1294,#REF!,chok1245,chok1245,yes,yes,yes,cjk,No secondary function,No,,,,The song is identified as such in its title or label,"Mourning song ; Unaccompanied //ILAM IDENTIFIER AC0501-C4B10, KEYWORDS//","Description: Unaccompanied mourning song about a woman who died, leaving behind many destitute children ; For further details refer to ILAM field card: C4B10 //ILAM IDENTIFIER AC0501-C4B10, DESCRIPTION//",NA,,Yes,6,Yes,,5/24/2018 16:52:34,AMB
