included in sample,include_comment,type,family_name,language,dialect,level,culture listed?,culture,region,clade,family_code,prev_glottocode1,prev_glottocode2,prev_agree,pre_common_subfamily,pre_common_family,notes,iso,song_name,url,song_tracknum,source,type_secondary,unpublished,collector_name,collector_affil,collector_email,song_reason,song_label,song_info,song_lyrics,song_morenotes,audible_singer,easyhear,access,morenotes,ts,annotator
0,,Healing,Indo-European,sain1246,,language,,Martinique,Caribbean,ital1284,indo1319,guad1242,less1242,no,yes,yes,,gcf,Abraham Soulagé-mwen,https://theglobaljukebox.org/?share=Martinique-T5474R42,NA,"Global Jukebox, WorldCat",No secondary function,No,,,,The song is identified as such in its title or label,"Bélé; bélé bidjin; biguine; spirit song; healing song //CODING ID 1187 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,"Click on the blue globe, you will be directed to the song",Yes,5,Yes,,4/17/2018 12:52:33,JDL
1,,Healing,Indo-European,russ1263,,language,,Russian,Eastern Europe,balt1263,indo1319,russ1263,russ1263,yes,yes,yes,,rus,Performing of incantation devoted to a baby's health.,https://sounds.bl.uk/World-and-traditional-music/Vanishing-voices-from-the-Uralic-world/025M-CEAP3470185A-21XXV0,NA,British Library,No secondary function,No,,,,The song is identified as such in its title or label,"Incantation (against sickness) //BRITISH LIBRARY, VANISHING VOICES FROM RUSSIA &EASTERN EUROPE, SHELF MARK CEAP347/70/5/21//",NA,NA,,Yes,6,Yes,,7/10/18 7:53,DIS
1,,Healing,Indo-European,stan1288,,language,,Maya (Yucatan Peninsula),Maya Area,ital1284,indo1319,stan1288,stan1288,yes,yes,yes,,spa,Rezo de santiguación,http://www.worldcat.org/oclc/66145299,Track 13,NHS 1.0,,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",51,51-52,NA,,,,,,9/4/18 18:48,SAM
1,IE,Love,Indo-European,tosk1239,,language,,Albanians,Southeastern Europe,alba1267,indo1319,alba1267,alba1267,yes,yes,yes,,sqi,"Iovano, Iovanka",http://gofile.me/3T2hs/MnZrYSH2B,NA,"Sound recording: Music of the Balkans, Vol 1.",No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is",NA,"Traditional love song //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 21//","Iovano, I am waiting for you to come home, you are my love, my soul, my heart, Iovano //CD HAS ADDITIONAL LINER NOTES BOOKLET, THIS IS ON PAGE 21//",,Yes,6,Yes,Liner notes found here: http://gofile.me/3T2hs/AFDME3q7p and singing does not begin until after 00:30 (did not listen before last page),1/11/18 17:58,LXN
0,,Love,Indo-European,arbe1236,,language,,Albanians,Southern Europe,alba1267,indo1319,alba1267,arbe1236,no,yes,yes,,sqi,Il Gallo Canta,https://theglobaljukebox.org/?share=Arb%C3%ABresh%C3%AB-T5522R26,NA,"Global Jukebox, Accademia di Santa Cecilia, Archivi di Etnomusicologia, Rome; copy in Alan Lomax Collection, American Folklife Center, Library of Congress",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Genre: Serenade; love song //GLOBAL JUKEBOX CODING ID: 9241//,Description: The Cock Crows; warning a lover that the sun is rising. May derive from a genre in antiquity dedicated to the cock; an invocation to the sun god //GLOBAL JUKEBOX CODING ID: 9241//,NA,,Yes,6,Yes,,6/18/2018 1:38:15,TTI
0,,Love,Indo-European,sout2642,,language,,Baluchi,South Asia,indo1320,indo1319,indo1320,sira1271,no,no,yes,,,Bugero (love song),https://sounds.bl.uk/World-and-traditional-music/Nicholas-Pierce-Balochistan/025M-C0140X0017XX-0200V0,NA,British Library,No secondary function,No,,,,The song is identified as such in its title or label,"Bugero (love song) //CODING ID C140/17 IN BRITISH LIBRARY, RELEVANT TEXT IS IN THE TITLE//",NA,NA,,,,No,,8/22/2018 15:27:51,NLR
0,,Love,Indo-European,roma1327,bana1280,language,1,Banat (not listed in eHRAF),Southeastern Europe,ital1284,indo1319,bana1280,bana1280,yes,yes,yes,,,"Să Iei Seamă, Bade, Bine",https://theglobaljukebox.org/?share=Banat-T5589R24,NA,Global Jukebox,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Love song //CODING ID 9217 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//","Love song //CODING ID 9217 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,,Yes,6,Yes,,9/18/2018 15:17:49,LXN
0,,Love,Indo-European,beng1280,,language,,Bengal,South Asia,indo1320,indo1319,beng1280,hind1269,no,yes,yes,,ben,Folk Song from West Bengal,https://folkways.si.edu/folk-music-of-india/world/album/smithsonian,1,Smithsonian Folkways,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",NA,"""This is a love song in which the young man compares his sweet-heart to the champa flower..."" //FOUND IN THE LINEAR NOTES THAT CAN BE FOUND AND CLICKED ON FROM THE AUDIO LINK - PAGE 3 UNDER FE 4409 - FOLK MUSIC OF INDIA SIDE I, BAND 1//",NA,It is track listing 101,Yes,5,Yes,,5/14/2018 11:05:59,LJD
0,,Love,Indo-European,bodo1266,,language,,Paroja,South Asia,indo1320,indo1319,bodo1266,parj1243,no,no,no,,bdv,Love Song,https://theglobaljukebox.org/?share=Paroja-T5547R29,Track A3,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Love Song //FOUND UNDER SONG AND GENRE FIELD IN GLOBAL JUKEBOX//,NA,NA,"The link takes you to the South Asia/East India/Odisha Tribal cultures - the song is ""Love Song"" under ""Songs in Paroja:""",Yes,6,Yes,,2/19/2018 1:30:53,LJD
0,,Love,Indo-European,bukh1238,,language,1,Bukharam Jewish. Not found on eHARf,Central Asia,indo1320,indo1319,bukh1238,bukh1238,yes,yes,yes,,bhh,"Jon-e Manam ""My Soul""",http://gofile.me/3T2hs/SpPyjtnnh,Track 3,Harvard Archive of World Music HOLLIS,No secondary function,No,,,,The lyrics made it clear to me what type of song this is,"Jon-e Manam ""My Soul"" //CODING ID HOLLIS NUMBER 990045608440203941 IN HARVARD ARCHIVE OF WORLD MUSIC, RELEVANT TEXT IS IN THE LINEAR NOTES//",NA,"Don't say for nothing that she makes my hear joyful. I kill my beloved, how long do I have to live? //CODING ID HOLLIS NUMBER 990045608440203941 IN HARVARD ARCHIVE OF WORLD MUSIC, RELEVANT TEXT IS IN THE LINEAR NOTES PAGE 6//",Search Parameters set to Place: Central Asia Resource type: Sound Recording,Yes,6,Yes,,8/14/2018 2:44:40,BSG
0,,Love,Indo-European,bukh1238,,language,1,Bukharan Jews,Central Asia,indo1320,indo1319,bukh1238,bukh1238,yes,yes,yes,,bhh,“To Bodi Sabo” from the album: Music of the Bukharan Jewish Ensemble Shashmaqam,http://gofile.me/3T2hs/tQ827nSnU,DISC 1: TRACK 4,"Smithsonian Folkways, Harvard Archive of World Music HOLLIS",Story,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is","To Bodi Sabo //CATALOG NUMBER SFW40054_104 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//","The text plays with the characteristics symbols and imagery of love and wine, mystically understood. //HOLLIS NUMBER 990045608440203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 6//",My eyes wills shed tears from the sorrowful pain of my love for you. My eyes are on the caravan trail that is redolent with the fragrance of union with you //HOLLIS NUMBER 990045608440203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 6//,,Yes,5,Yes,,8/18/2018 16:38:03,BSG
0,,Love,Indo-European,bukh1238,,language,1,Bukharan Jews ( not found when typed into eHARF),Central Asia,indo1320,indo1319,taji1245,bukh1238,no,yes,yes,,tgk,"Tulkum, Song of the Sandy Hills",https://theglobaljukebox.org/?share=Bukharan%20Jews-T5482R21,"No track number, Lomax Source: 2C5.A3",Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,"Love song //CODING ID 717 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE GENRE FIELD//",NA,NA,NA,Yes,6,Yes,,6/14/2018 20:21:12,BSG
0,,Love,Indo-European,bukh1238,,language,1,Bukharan Jews not found on eHARF,Central Asia,indo1320,indo1319,bukh1238,bukh1238,yes,yes,yes,,bhh,“Dostanra Gum Makun (Don't Lose Your Friends)” Album: Music of the Bukharan Jewish Ensemble Shashmaqam,http://gofile.me/3T2hs/g2e9aOUrh,DISC: 1; TRACK: 5,"Smithsonian Folkways, Harvard Archive of World Music HOLLIS",No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc), The lyrics made it clear to me what type of song this is","“Dostanra Gum Makun (Don't Lose Your Friends)”//CATALOG NUMBER SFW40054_105 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//",the poem is a ghazal written in the spirit of popular didactic poetry //HOLLIS NUMBER 990045608440203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 6//,"Even though you left me, you are still my beloved Even though you are an enemy to my life, you are closer to me than my own life. //HOLLIS NUMBER 990045608440203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 7//",,Yes,6,Yes,"Two sources were used to catalogs this song. Smithsonian Folkway was used for the cultural information and song access, Hollis was used in-order to access the linear notes and translated lyrics",8/18/2018 20:47:23,BSG
0,,Love,Indo-European,bukh1238,,language,1,Bukharan Jews not found on eHARF,Central Asia,indo1320,indo1319,bukh1238,bukh1238,yes,yes,yes,,bhh,“Nasr-i Chargah” Album: Music of the Bukharan Jewish Ensemble Shashmaqam,http://gofile.me/3T2hs/qp3NHL8Se,DISC:1; TRACK:9,"Smithsonian Folkways, Harvard Archive of World Music HOLLIS",No secondary function,No,,,,The lyrics made it clear to me what type of song this is,"Nasr-i Chargah //CATALOG NUMBER SFW40054_109 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//",NA,"I brought you two hearts, both melted. I am burning in two fires, but each of these fires burns the sun; I dedicated two requests of you, and in one place, I received an answer to both. //HOLLIS NUMBER 990045608440203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 7//",File path on Synology: /NHS2/submissions/Central Asia/Music of Bukaran Jewish Ensemble/9 Audio Track.aiff,Yes,6,Yes,"Two sources were used to catalogs this song. Smithsonian Folkway was used for the cultural information and song access, Hollis was used in-order to access the linear notes and translated lyrics",8/18/2018 21:12:12,BSG
0,,Love,Indo-European,bukh1238,,language,1,"Bukharan Jews not found on eHARF, language is Tajiki",Central Asia,indo1320,indo1319,bukh1238,taji1248,no,no,no,,bhh,"“Ushshaq-i Samarkand”, Album Music of the Bukharan Jewish Ensemble Shashmaqam",http://gofile.me/3T2hs/lQL1CnlYH,"Disc 1, Track4","Smithsonian Folkways, Harvard Archive of World Music HOLLIS",No secondary function,No,,,,The lyrics made it clear to me what type of song this is,"Ushshaq-i Samarkand //CATALOG SFW40054_110 IN SMITHSONIAN FOLKWAYS, RELEVANT TEXT IS IN THE TITLE FIELD//",NA,"If you would pay a tribute to God for your beauty; Come here, Zebunisa, for here, I am the humble one who receives tribute. //HOLLIS NUMBER 990045608440203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 8//",Synology File Path: /NHS2/submissions/Central Asia/Music of Bukaran Jewish Ensemble/10 Audio Track.aiff,Yes,6,Yes,"Two sources where used in order to catalog this track, the track number and cultural information come from Smithsonian Folkway and the song access, linear notes and translated lyrics come from the Harvard Archive of World Music HOLLIS",8/18/2018 21:22:17,BSG
0,,Love,Indo-European,cent1972,,language,,Kurds,Southeastern Europe,indo1320,indo1319,cent1972,mode1262,no,no,no,,ckb,Love Songs,https://theglobaljukebox.org/?share=Turkey-T5482R44,"Disc 1, Track 17","Global Jukebox, Smithsonian Folkways",Dance,No,,,,The song is identified as such in its title or label,"//GLOBAL JUKEBOX, CODING ID: 856, RELEVANT INFO IN DESCRIPTION",Two songs sung in duet by two young brothers,NA,,Yes,6,Yes,,5/6/18 9:26,JCVL
0,,Love,Indo-European,chak1266,,language,,Chakma,South Asia,indo1320,indo1319,chak1266,chak1266,yes,yes,yes,,ccp,Tengabanga,https://sounds.bl.uk/World-and-traditional-music/Music-from-India/025M-RKDATX0078XX-0200V0,NA,British Library,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Tengabanga //CODING ID RK DAT 78 IN BRITISH LIBRARY, RELEVANT TEXT IS IN THE TITLE//","Ms Sametri Chakma sings in the Chakma vocal genre ubo geet (love song) using the Tengabanga style. //CODING ID RK DAT 78 IN BRITISH LIBRARY, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//","Tengabanga consists of two-line songs; usually sung alternately by two people (especially man – woman): “I’d like to cook for you; please just come back home. I cry in the evening always thinking of you. I dream of you, but when I wake up you are not at my side” (translated by Subatra Chakma) //CODING ID RK DAT 78 IN BRITISH LIBRARY, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",,Yes,6,Yes,,8/16/2018 15:08:40,NLR
0,,Love,Indo-European,sout1528,croa1245,language,,Croats,Southeastern Europe,balt1263,indo1319,croa1245,croa1245,yes,yes,yes,,hrv,O mili mi je u selu divjka,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/bibliographic_entity%7Crecorded_cd%7C409883,Track 34,Garland Encyclopedia of World Music,No secondary function,No,,,,The song is identified as such in its title or label,"""A village girl is dear to me"" //GARLAND ENCYCLOPEDIA OF WORLD MUSIC, VOL. 8: EUROPE AUDIO CD, RELEVANT TEXT IN LINER NOTES #34 UNDER RELATED DOCUMENTS SECTION//",NA,NA,,Yes,6,Yes,,12/10/18 12:23,LXN
0,,Love,Indo-European,czec1258,,language,,Czech,Central Europe,balt1263,indo1319,czec1258,czec1258,yes,yes,yes,,ces,Ach Není Tu Není - Czech Love Song,https://search-alexanderstreet-com.ezp-prod1.hul.harvard.edu/view/work/245818,Track 4,"Alexander Street, Folkways Records, CD: Folk Songs from Czechoslovakia",No secondary function,No,,,,The song is identified as such in its title or label,"Ach Není Tu Není - Czech Love Song //TRACK 4 IN FOLK SONGS FROM CZECHOSLOVAKIA, RELEVANT TEXT IS IN THE TITLE//",NA,NA,,Yes,6,Yes,,11/29/2018 14:53:21,NLR
0,,Love,Indo-European,dari1249,,language,1,Afgan not found on eHARF,Central Asia,indo1320,indo1319,dari1249,dari1249,yes,yes,yes,,prs,Kovsan,http://gofile.me/3T2hs/BxgjBNeKb,Track 11,Harvard Archive of World Music HOLLIS,No secondary function,No,,,,"There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Kovsan //HOLLIS NUMBER 990090350310203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 12//,"The Afghan song included here is a love song, sung in a Herati Persian dialect (11) //HOLLIS NUMBER 990090350310203941 IN HARVARD ARCHIVE OF WORLD MUSIC HOLLIS RELEVANT TEXT IS IN THE LINEAR NOTES PG. 7//",NA,"File Path Synology: /NHS2/submissions/Central Asia/Before the revolution/11 Audio Track.aiff, https://d16klsh1z1xre7-cloudfront-net.ezp-prod1.hul.harvard.edu/dorp/liner/0/cc14/787d/1000089961-liner.pdf",Yes,6,Yes,,8/20/2018 8:30:30,BSG
0,,Love,Indo-European,guad1242,,language,,Guadeloupe,Caribbean,ital1284,indo1319,guad1242,less1242,no,yes,yes,,gcf,Dédé Mwen Kalé,https://theglobaljukebox.org/?share=Guadeloupe-T5478R35,NA,"Global Jukebox, WorldCat",Dance,No,,,,The song is identified as such in its title or label,"Toumblak; fast two-sound rhythm expressing happiness, love, and good mood, deals with the love theme, belly dance, fertility dance; traditional gwoka drum dance rhythm; excerpt //CODING ID 1113 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,Click on the blue globe and you will be directed to the song,Yes,5,Yes,,4/17/2018 11:58:20,JDL
0,,Love,Indo-European,guad1242,,language,,Guadeloupe,Caribbean,ital1284,indo1319,guad1242,less1242,no,yes,yes,,gcf,Kaladja Vivilo,https://theglobaljukebox.org/?share=Guadeloupe-T5478R28,NA,"Global Jukebox, WorldCat",Dance,No,,,,The song is identified as such in its title or label,"Toumblak; celebrating the kaladja rhythm; the Toumblak, fast two-sound rhythm expressing happiness, love, and good mood, deals with the love theme, belly dance, fertility dance //CODING ID 1116 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,"Click on the blue globe, you will be directed to the song",Yes,5,Yes,,4/24/2018 12:18:27,JDL
0,,Love,Indo-European,hait1244,,language,,Haiti,Caribbean,ital1284,indo1319,hait1244,plat1258,no,yes,yes,,hat,Paulette,https://theglobaljukebox.org/?share=Haiti-T45029,NA,"Global Jukebox, Garland Encyclopedia of World Music, Smithsonian Folkways",No secondary function,No,,,,The song is identified as such in its title or label,"Romantic song; ballad; a man meets his childhood love again in adulthood //CODING ID 3048 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,"Click blue globe, you will be directed to the song.",Yes,4,Yes,,12/4/18 11:50,JDL
0,,Love,Indo-European,hind1269,,language,,Hindi,South Asia,indo1320,indo1319,hind1269,hind1269,yes,yes,yes,,hin,Aaja Mere Pyare,https://sounds.bl.uk/World-and-traditional-music/Young-India-record-label-collection/025M-CEAP190X9X01-088ZV0,NA,British Library,No secondary function,No,,,,The song is identified as such in its title or label,"Aaja Mere Pyare //CODING ID CEAP190/9/88 IN BRITISH LIBRARY, RELEVANT TEXT IS IN THE TITLE//",NA,NA,,Yes,5,Yes,Used google translate for the title,11/9/18 17:30,NLR
0,,Love,Indo-European,ital1282,,language,,Feroleto Antico,Southern Europe,ital1284,indo1319,ital1282,ital1282,yes,yes,yes,,ita,Alla Campagnola 2,https://theglobaljukebox.org/?share=Feroleto%20Antico-T5591R21,NA,"Global Jukebox, Alan Lomax Collection, American Folklife Center, Library of Congress",No secondary function,No,,,,The song is identified as such in its title or label,Genre: Canzuna; alla campagnola; ottava; love song //GLOBAL JUKEBOX CODING ID: 9256//,Description: Country style; similar to the polyphony of Arbresche (Albanian) villagers in Calabria; drones //GLOBAL JUKEBOX CODING ID: 9256//,NA,,Yes,6,Yes,,2/7/18 10:39,TTI
0,,Love,Indo-European,ital1282,,language,,Gargano,Southern Europe,ital1284,indo1319,ital1282,ital1282,yes,yes,yes,,ita,Passa Per La Strada,https://theglobaljukebox.org/?share=Gargano-T5596R04,NA,"Global Jukebox, Repository: Alan Lomax Collection, American Folklife Center, Library of Congress",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Genre: Love song; shepherd's song //GLOBAL JUKEBOX ID: 583//,Description: Love song performed by a shepherd //GLOBAL JUKEBOX ID: 583//,NA,,Yes,5,Yes,,6/18/2018 1:51:29,TTI
0,no audible,Love,Indo-European,ital1282,,language,,Sardinian,Southern Europe,ital1284,indo1319,ital1282,ital1282,yes,yes,yes,,ita,Mattinata Cagliaritana,https://folkways.si.edu/italian-folk-songs-and-dances/world/music/album/smithsonian,"Disc 1, Track 5",Smithsonian Folkways,No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","A love song //FROM SMITHSONIAN FOLKWAYS: ""Italian Folk Songs and Dances"" LINER NOTES PAGE 4//","A love song played at dawn in front of the window of the loved one. //FROM SMITHSONIAN FOLKWAYS: ""Italian Folk Songs and Dances"" LINER NOTES PAGE 4//",NA,,No,1,Yes,,8/23/2018 13:09:46,TTI
1,IE,Love,Indo-European,ital1282,,language,,Umbria-Marche,Southern Europe,ital1284,indo1319,ital1282,ital1282,yes,yes,yes,,ita,Canto a vatoccu,https://theglobaljukebox.org/?share=Umbria-Marche-T5472R24,NA,"Global Jukebox, Alan Lomax Collection, American Folklife Center, Library of Congress",Work,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)",Genre: Love song; field song; work song //GLOBAL JUKEBOX CODING ID: 9430//,"Description: Love duet for field work; sung by an elderly farmer and his wife; octaves, fourths, and seconds; lets the neighbors know we know just what's going on //GLOBAL JUKEBOX CODING ID: 9430//",NA,,Yes,6,Yes,,2/7/18 10:57,TTI
0,,Love,Indo-European,ital1282,,language,0,Unclear. I catalogued this track because of a mention of southern France in the ethnography which I have copied into the general notes field,Western Europe,ital1284,indo1319,stan1290,stan1290,yes,yes,yes,,fra,THE TROUBADOURS,https://folkways.si.edu/2000-years-of-music-compiled-by-and-released-in-memory-of-dr-curt-sachs/classical-music-instruction-world/album/smithsonian,105 (5. in liner notes),Smithsonian Folkways,Dance,No,,,,The lyrics made it clear to me what type of song this is,NA,"[...] ""In re sponse to the Margrave's bidding the lady Beatrice urged the knight to be of good cheer and to sing them a song. He rose and to the melody of the Estampida they had just heard, he extemporised. The song survives and is the first example on our next record. It illustrates the strong and decisive influence of the popular dance music on the melodies of the Troubadours."" //CATALOG NUMBER FW03700 / FT 3700 IN FOLKWAYS; RELEVANT INFO IN PAGE 4 OF LINER NOTES//","Neither the Mayfeast Nor the leaves of the beech Nor the song of the birds, Nor the flowers of iris Are what please me, Gracious, joyful lady, Until a speedy messenger arrives From you, fair lady, to give me New pleasure, which love brings me And joy, That I approach you, true lady. And may he fall wounded, The jealous one, before he drives me away from her. //CATALOG NUMBER FW03700 / FT 3700 IN FOLKWAYS; RELEVANT INFO IN PAGE 4 OF LINER NOTES//",,Yes,6,Yes,"""In Moorish Spain arose a great cultivation of 9.nd attention to Art. The origin of this influence is to be found in late Classic Antiquity and Persian roots, and it spread over all Christian Spain and the neighbour- ing territory of Southern France (Provence)."" //CATALOG NUMBER FW03700 / FT 3700 IN FOLKWAYS; TEXT IN LINER NOTES//",6/20/2018 12:16:17,KVL
1,IE,Love,Indo-European,kull1236,,language,,Kullu,South Asia,indo1320,indo1319,kull1236,iran1269,no,yes,yes,,kfx,Jhuri Lagi Mahari Naunchi,https://www.discogs.com/Various-Festivals-Of-The-Himalayas-Volume-II/release/3004143,B4,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Love song //LISTED UNDER GENRE IN DESCRIPTION IN GLOBAL JUKEBOX//,NA,NA,"The link will take you to the CD information, the track is B4 ""Jhuri Lagi Mahari Naunchi (Our Love Is New)",Yes,6,Yes,,3/21/2018 22:10:46,LJD
0,no audible,Love,Indo-European,cent1972,,language,,Azeri (Iran),Middle East,indo1320,indo1319,kurd1259,nort2697,no,no,no,,kur,Love song,https://folkways.si.edu/asheq-sohrab-and-ibrahim-hasan/love-song/central-asia-islamica-world/music/track/smithsonian,"Disc 2, Track 14",Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,Love Song //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: SFW40438_214//,NA,NA,,No,1,Yes,,11/6/18 16:09,SHJ
0,,Love,Indo-European,cent1972,,language,,Azeri Kurds,Middle East,indo1320,indo1319,kurd1259,nort2697,no,no,no,,kur,Kurd Shakhnaz,http://media.theglobaljukebox.org/audio/T5522R90.mp3,NA,"Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,The song is identified as such in its title or label,Love Song // CODING ID 9219 IN GLOBAL JUKEBOX //,NA,NA,,Yes,6,Yes,,8/6/18 15:45,SHJ
0,,Love,Indo-European,cent1972,,language,,Azeri Kurds (Barzani),Middle East,indo1320,indo1319,kurd1259,nort2697,no,no,no,,kur,Barzani Love Song,http://media.theglobaljukebox.org/audio/T5482R35.mp3,NA,"Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,The song is identified as such in its title or label,"Love song // CODING ID 857 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",NA,NA,,Yes,6,Yes,,8/6/18 15:29,SHJ
0,,Love,Indo-European,cent1972,,language,,Azeri Kurds (Barzani),Middle East,indo1320,indo1319,kurd1259,nort2697,no,no,no,,kur,Sulaimaniya Love Song,http://media.theglobaljukebox.org/audio/T5482R42.mp3,NA,"Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Love song // CODING ID 1038 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",Description: Love song from the Sulaimaniya area of Iraq // CODING ID 1038 IN GLOBAL JUKEBOX //,NA,,Yes,6,Yes,,8/6/18 15:32,SHJ
0,,Love,Indo-European,cent1972,,language,,Azeri Kurds (Barzani),Middle East,indo1320,indo1319,kurd1259,nort2697,no,no,no,,kur,Sulaimaniya Love Song,http://media.theglobaljukebox.org/audio/T5482R42.mp3,NA,"Global Jukebox, Smithsonian Folkways",No secondary function,No,,,,"The song is identified as such in its title or label, There is text in associated ethnography that states what type of song this is (this could be in liner notes, it could be in an email from an anthropologist, etc)","Love song // CODING ID 1038 IN GLOBAL JUKEBOX, RELEVANT TEXT IS IN THE DESCRIPTION FIELD//",Description: Love song from the Sulaimaniya area of Iraq // CODING ID 1038 IN GLOBAL JUKEBOX //,NA,,Yes,6,Yes,,8/6/18 15:34,SHJ
0,,Love,Indo-European,cent1972,,language,,Iran (Kurdish),Middle East,indo1320,indo1319,kurd1259,iran1269,no,yes,yes,,kur,Shallakhoum,http://media.theglobaljukebox.org/audio/T5485R26.mp3,NA,Global Jukebox,No secondary function,No,,,,The song is identified as such in its title or label,Love song // CODING ID 740 IN GLOBAL JUKEBOX //,NA,NA,,Yes,6,Yes,,8/6/18 15:55,SHJ
0,,Love,Indo-European,cent1972,,language,,Kurd,Middle East,indo1320,indo1319,kurd1259,kurd1259,yes,yes,yes,,kur,Qetar - Love Song,https://folkways.si.edu/sayid/qetar-love-song/islamica-world/music/track/smithsonian,Track 1,Smithsonian Folkways,No secondary function,No,,,,The song is identified as such in its title or label,Love song //SMITHSONIAN FOLKWAYS CATALOGUE NUMBER: FW04103_203//,NA,NA,,Yes,6,Yes,,11/6/18 16:01,SHJ
0,,Love,Indo-European,cent1972,,language,,Kurds,Middle East,indo1320,indo1319,kurd1259,kurd1259,yes,yes,yes,,kur,Heyran,http://www.worldcat.org/oclc/3237924,"Side 2, Track 2",NHS 1.0,,No,,,,,11,11,11,,,,,,1/2/18 17:50,CMB
